id, disaster_id, name_of_assessor, county, municipality, code, name_property_owner, street_address,  city,   zip_code, date,lat, lng, location_notes, owner_type, phone_number, home_type, property_type, type_of_disaster, damage_foundation, damage_floor, damage_exterior, damage_interior, damage_plumbing, damage_hvac,damage_roof, damage_electrical, damage_category, flood_insurance, marketvalue_structure, marketvalue_contents, marketvalue_land, insurance_structure, insurance_contents, insurance_land, name_insurance, phone_insurance, disaster_structure, disaster_contents, disaster_land, comments
304,disasterD,Martin Torres,Somewhereelse,Zolotkovo,11,Keith Johnston,1889 Utah Terrace,NÄÅá_Ÿay,601545,10/7/16,55.5281,41.1053,Diverse hybrid workforce,Maroon,7-(724)233-8424,multi_family,type4,earthquake,0.48,0.92,0.21,0.55,0.24,0.87,0.45,0.45,0.95,TRUE,32589,97325,21923,33276,51423,80592,Jerry Mendoza,93-(510)256-2957,95644,57499,15800,Cloned bifurcated moratorium
305,disasterD,Douglas Ryan,Allegheny,Dazaifu,24,Alice King,97923 Bobwhite Street,Revelstoke,818-0138,11/27/16,33.51278,130.52389,Synergistic well-modulated circuit,Red,81-(889)233-1660,multi_family,type4,landslide,0.41,0.62,0.35,0.44,0.13,0.21,0.4,0.4,0.51,TRUE,41888,12568,64513,49073,81831,95126,Christopher Anderson,1-(439)426-5720,30081,19211,14337,Synergistic exuding groupware
306,disasterA,Martin Barnes,Somerset,Ar RifÄÅâ€˜,22,Catherine Bradley,75213 Crescent Oaks Parkway,Kampungbaru,,7/20/16,26.13,50.555,Multi-layered client-server superstructure,Green,973-(909)945-9303,multi_family,type1,landslide,0.85,0.57,0.42,0.49,0.65,0.74,0.14,0.14,0.25,FALSE,60536,93097,33471,51390,52539,32638,Denise James,62-(212)130-4764,78271,63676,73336,Stand-alone modular projection
307,disasterA,Joseph Spencer,Somewhereelse,La Romana,14,Adam Scott,6 Lillian Circle,Putun,11518,4/29/16,18.42734,-68.97285,Digitized fault-tolerant structure,Green,1-(280)593-2756,mobile,type1,earthquake,0.53,0.64,0.31,0.93,0.29,0.01,0.99,0.99,0.55,TRUE,22779,95013,29681,12708,94117,29621,Debra Perkins,62-(975)694-7775,52572,20462,70197,Vision-oriented 24/7 parallelism
308,disasterC,David Burton,Allegheny,Mudian,9,Antonio Black,242 Hooker Road,Tongli,,11/30/16,32.91839,118.60754,Phased tangible solution,Puce,86-(413)715-4510,mobile,type3,landslide,0.42,0.29,0.23,0.92,0.9,0.22,0.9,0.9,0.64,TRUE,83886,3326,90052,15789,8702,96069,Gary Tucker,86-(193)352-9986,73793,26099,95081,Profound empowering open architecture
309,disasterB,Rebecca Dixon,Somewhereelse,Langqi,22,Cheryl Mendoza,6 Hermina Alley,HerÃ¡lec,,1/29/17,26.08882,119.5713,Reverse-engineered non-volatile internet solution,Red,86-(729)312-5336,mobile,type3,earthquake,0.14,0.12,0.48,0.73,0.32,0.04,0.44,0.44,0.54,TRUE,7171,86520,40541,9080,95976,61182,Deborah Perry,420-(356)710-2169,69216,77651,53940,Reactive attitude-oriented architecture
310,disasterB,Daniel Peters,Somerset,Baiyang,33,Janice Spencer,5408 Fisk Center,Catende,,8/2/16,29.9611,106.08234,Business-focused executive framework,Green,86-(607)742-7179,mobile,type1,landslide,0.86,0.73,0.89,0.62,0.8,0.89,0.07,0.07,0.51,TRUE,95394,9879,46062,70974,19185,71557,Teresa Williams,55-(314)171-4941,56628,90432,21827,Public-key well-modulated paradigm
311,disasterD,Christine Howard,Allegheny,CastelÃµes,29,Elizabeth Bailey,67563 Steensland Trail,La Soledad,4770-834,1/9/17,41.3667,-8.4833,Re-engineered optimizing definition,Red,351-(685)822-1401,multi_family,type3,fire,0.81,0.99,0.1,0.18,0.76,0.61,0.62,0.62,0.44,TRUE,89259,31170,58738,190,26819,69663,Robert Bradley,52-(610)400-9231,67425,88760,34998,Open-architected clear-thinking complexity
312,disasterB,Sharon Thomas,Somerset,Zelenchukskaya,7,Paul Bennett,077 Anzinger Road,Ã…tvidaberg,369227,1/8/17,43.85804,41.5894,Assimilated fault-tolerant throughput,Indigo,7-(733)859-6458,single_family,type2,flood,0.57,0.06,0.81,0.41,0.56,0.63,0.28,0.28,0.44,TRUE,67949,38419,33885,71181,39802,56676,Roy Larson,46-(948)180-3379,81517,53749,49609,Re-contextualized motivating neural-net
313,disasterC,Marie Morgan,Somerset,CherÃ«mushki,35,Jane Cox,3212 Oak Circle,NÄÅá¸©iyat AlÄ« ash SharqÄ«,666733,3/15/16,52.85576,91.41672,Compatible client-server alliance,Violet,7-(415)685-4757,mobile,type4,landslide,0.95,0.19,0.76,0.53,0.65,0.09,0.04,0.04,0.7,TRUE,45094,33368,46035,76170,7653,75029,Donald Fox,964-(948)137-8298,58418,82324,67686,Team-oriented optimizing encryption
314,disasterA,Anne Day,Somewhereelse,HongwÅèn,10,Christopher Tucker,338 Roth Trail,LÄÅrkÄÅna,,3/8/16,40.02528,127.95583,Synchronised 4th generation pricing structure,Crimson,850-(382)425-2380,single_family,type1,flood,0.58,0.89,0.75,0.82,0.38,0.71,0.71,0.71,0.8,TRUE,60437,32096,45567,64004,20986,31523,Annie Alexander,92-(582)392-1164,68927,39819,23968,Proactive optimizing local area network
315,disasterD,Stephanie Hicks,Somerset,Heung-hai,19,Johnny Hill,1400 Susan Plaza,Dadiharja,,9/22/16,36.1125,129.35222,Digitized hybrid core,Puce,82-(771)489-6289,mobile,type3,landslide,0.59,0.88,0.71,0.85,0.27,0.56,0.67,0.67,0.58,FALSE,86212,51598,30471,79448,27548,52607,Earl Marshall,62-(972)789-0949,25108,44633,85182,Triple-buffered transitional info-mediaries
316,disasterB,Jerry Moore,Allegheny,VÃ_sterÃ¥s,49,Linda Rivera,306 Prairieview Plaza,Desa Borogojol,724 63,3/21/17,59.6162,16.5528,Diverse tangible system engine,Aquamarine,46-(979)339-2522,mobile,type4,flood,0.64,0.32,0.12,0.74,0.63,0.58,0.57,0.57,0.22,TRUE,47028,38501,96725,65263,67398,32609,Ann Walker,62-(375)992-9265,73894,67906,27182,Enhanced tertiary hierarchy
317,disasterA,Aaron Thompson,Allegheny,Santiago del Estero,2,Terry Cook,262 Maywood Plaza,Santaluz,4200,3/26/16,-27.79511,-64.26149,Extended leading edge hardware,Teal,54-(122)957-1382,mobile,type3,earthquake,0.88,0.83,0.29,0.95,0.55,0.6,0.84,0.84,0.97,FALSE,92907,89314,59708,61156,37130,58013,Martha Richardson,55-(950)100-9352,22952,26788,79164,Cloned object-oriented project
318,disasterC,Kevin Wright,Somerset,Oviedo,8,Eric Daniels,7 Briar Crest Crossing,Gashua,11807,4/16/16,17.80136,-71.401,Assimilated context-sensitive capability,Violet,1-(859)537-2450,single_family,type3,earthquake,0.05,0.58,0.22,0.16,0.17,0.76,0.27,0.27,0.61,TRUE,65695,99832,66299,60078,41707,98315,Patricia Carter,234-(114)507-3482,92242,37299,67023,Persevering uniform capacity
319,disasterA,Rebecca Cunningham,Allegheny,Ã‡alxanqala,43,Joe Vasquez,12 Lyons Crossing,Orekhovo-Borisovo Severnoye,,3/9/17,39.44167,45.28333,Object-based impactful product,Blue,994-(803)951-4336,single_family,type3,flood,0.29,0.9,0.19,0.69,0.94,0.41,0.41,0.41,0.43,TRUE,66664,74764,43705,63392,70889,4583,Randy Sanchez,7-(552)327-2863,5739,87597,55247,Up-sized tertiary product
320,disasterD,Deborah Mendoza,Somerset,Rio Largo,11,Julie Harper,8 Norway Maple Lane,PiÅ¡korevci,57100-000,7/11/16,-9.47833,-35.85333,Centralized composite hub,Green,55-(782)128-3045,multi_family,type3,earthquake,0.46,0.97,0.57,0.27,0.37,0.69,0.94,0.94,0.39,TRUE,55802,24450,39248,67218,24676,93163,Albert Webb,385-(383)140-1594,779,75218,75518,Versatile full-range monitoring
321,disasterC,Teresa Stephens,Somerset,PindobaÃ§u,8,Christopher Clark,6 Mcguire Drive,Isulan,44770-000,4/27/16,-10.74167,-40.36083,Enhanced needs-based Graphical User Interface,Blue,55-(874)727-6903,multi_family,type3,earthquake,0.72,0.96,0.42,0.49,0.43,0.48,0.9,0.9,0.63,TRUE,34913,88455,20587,41409,78806,70430,Edward Mason,63-(291)746-7429,19461,21007,24855,Monitored client-server system engine
322,disasterA,Richard Henderson,Allegheny,Nanjie,2,Theresa Stanley,8 Pepper Wood Street,Busuanga,,9/28/16,38.95462,100.47237,Vision-oriented executive workforce,Pink,86-(783)368-7427,mobile,type1,flood,0.37,0.39,0.72,0.92,0.56,0.29,0.49,0.49,0.43,TRUE,85946,57689,58181,75717,34329,27009,Martin Lynch,63-(122)644-3325,5366,13219,26543,Compatible solution-oriented analyzer
323,disasterA,Mark Ward,Somerset,Catania,48,Willie Nichols,21504 Reindahl Way,Manhete,95123,1/23/17,37.4922,15.0704,Distributed empowering parallelism,Maroon,39-(872)148-1818,single_family,type2,landslide,0.64,0.07,0.86,0.92,0.33,0.11,0.48,0.48,0.79,TRUE,1861,6813,86105,75517,29939,67817,Jeffrey Oliver,351-(902)488-9122,25043,35827,98590,Networked bi-directional array
324,disasterB,Eric Hughes,Allegheny,Gandiaye,46,Joe Franklin,73342 Monterey Park,Hatavch,,8/15/16,14.23333,-16.26667,Optional non-volatile utilisation,Teal,221-(265)984-0789,multi_family,type4,earthquake,0.86,0.35,0.18,0.83,0.42,0.11,0.15,0.15,0.17,FALSE,22162,74591,3710,83579,53492,9640,Jonathan Black,976-(782)550-8356,39251,90040,25334,Ameliorated impactful installation
325,disasterA,Bruce Harvey,Allegheny,Masuda,12,Richard Hall,0929 Nobel Park,ParaÃ_so,999-8201,5/11/16,34.66667,131.85,Proactive radical throughput,Goldenrod,81-(277)860-1042,mobile,type3,flood,0.08,0.01,0.52,0.15,0.4,0.7,0.94,0.94,0.11,FALSE,85441,20762,41324,62285,38710,10975,Aaron Torres,506-(342)727-2803,92034,17663,92334,Managed system-worthy installation
326,disasterD,Roy Welch,Allegheny,Bobota,42,Jessica Mccoy,8 Rowland Plaza,Panshi,32225,10/10/16,45.42111,18.85389,Re-engineered human-resource algorithm,Blue,385-(817)120-5013,single_family,type3,flood,0.86,0.25,0.33,0.28,0.37,0.97,0.49,0.49,0.95,FALSE,77440,23047,79257,7911,38358,27149,Karen Carr,86-(477)702-8655,36295,74800,2685,Public-key dynamic contingency
327,disasterC,Aaron Snyder,Somerset,Caloue,12,Cheryl Foster,26825 New Castle Road,West Jerusalem,,3/18/17,5.31494,95.9706,Virtual homogeneous matrix,Purple,62-(304)970-3341,multi_family,type2,earthquake,0.51,0.47,0.69,0.31,0.4,0.46,0.44,0.44,0.8,FALSE,93501,94242,58063,245,51443,34166,Dennis Green,972-(834)651-5802,30252,42627,97494,Persistent background Graphic Interface
328,disasterA,Mary Crawford,Somewhereelse,Zhongguanyi,4,Louise Rice,1824 Pearson Plaza,Maszkienice,,2/18/17,31.11926,114.8888,Organic systemic artificial intelligence,Orange,86-(551)615-7331,single_family,type3,fire,0.2,0.69,0.34,0.19,0.49,0.07,0.1,0.1,0.25,FALSE,93909,76863,66447,10163,77173,56464,Deborah Ortiz,48-(644)789-2365,87222,429,27193,Optional 24/7 architecture
329,disasterA,Lisa Edwards,Allegheny,PyhÃ_selkÃ_,3,Rachel Lee,091 Dapin Place,Emiliano Zapata,77580,7/8/16,62.43333,29.96667,Re-engineered system-worthy support,Purple,358-(270)573-0144,multi_family,type1,flood,0.93,0.3,0.99,0.78,0.1,0.55,0.79,0.79,0.36,TRUE,42389,54982,43570,62232,92131,54655,Edward Fisher,52-(158)653-6551,13677,11391,55521,Persevering disintermediate artificial intelligence
330,disasterC,Carl Freeman,Allegheny,Banjar Serangan,12,Carol Bennett,14997 Melody Crossing,Forquilhinha,,3/2/16,-8.5432,115.1708,Operative methodical secured line,Aquamarine,62-(797)342-7583,multi_family,type4,earthquake,0.89,0.02,0.62,0.18,0.08,0.64,0.7,0.7,0.8,FALSE,83126,45405,38445,62289,10196,6423,Randy Stanley,55-(591)904-7395,79677,29530,33749,Centralized bi-directional protocol
331,disasterA,Robert Perez,Allegheny,Al â€˜Ä€liyah,38,Anne James,923 Sundown Junction,Ash Shaá¸©ÄÅnÄ«yah,,5/23/16,37.1691,10.03478,Realigned dedicated paradigm,Yellow,216-(563)430-4947,single_family,type2,flood,0.33,0.69,0.12,0.07,0.04,0.37,0.56,0.56,0.36,FALSE,12388,7450,26574,66547,37277,28136,Brenda Flores,974-(489)349-5140,31224,38708,58396,Intuitive didactic complexity
332,disasterC,Stephanie Wheeler,Allegheny,Roanoke,50,Doris Ramirez,50 Barby Plaza,Luxi,24040,3/7/17,37.2742,-79.9579,Virtual tangible artificial intelligence,Aquamarine,1-(540)296-2737,multi_family,type4,earthquake,0.38,0.19,0.95,0.86,0.72,0.22,0.71,0.71,0.73,FALSE,8680,60251,9802,33462,37953,22022,Margaret Stone,86-(230)334-6147,88256,1257,55163,Enterprise-wide client-server hub
333,disasterA,Paula Harrison,Somerset,Houyu,9,Alan Reed,9559 Village Avenue,Claresholm,,1/27/17,26.05958,119.53502,Up-sized interactive time-frame,Goldenrod,86-(908)488-3673,multi_family,type1,landslide,0.42,0.61,0.14,0.77,0.22,0.92,0.61,0.61,0.56,FALSE,2672,93315,56919,23751,71107,21103,Phyllis Fuller,1-(468)782-7354,4469,7085,99356,Ergonomic web-enabled Graphical User Interface
334,disasterD,Elizabeth Marshall,Somerset,Rosignol,29,Daniel Peterson,02289 Village Green Hill,Lyon,,9/6/16,6.27095,-57.53697,Grass-roots multi-state local area network,Goldenrod,592-(745)678-8593,mobile,type2,flood,0.54,0.04,0.95,0.69,0.7,0.07,0.29,0.29,0.06,FALSE,86428,50412,57782,19192,53453,35558,Martha Gilbert,33-(677)948-9617,52444,55102,45551,Quality-focused mobile moderator
335,disasterC,Anna Reynolds,Somerset,Viejo Daan Banua,45,Steven Mccoy,3375 Banding Drive,Fabianki,6119,7/9/16,10.90354,123.0597,Programmable 4th generation emulation,Green,63-(350)817-0370,multi_family,type1,fire,0.87,0.23,0.08,0.67,0.49,0.05,0.78,0.78,0.56,TRUE,13968,40607,30032,8607,26199,34236,Stephanie Spencer,48-(866)548-0260,74038,35595,83192,Fully-configurable holistic infrastructure
336,disasterC,Bruce Graham,Somewhereelse,Joutseno,35,Adam Fernandez,14335 Talisman Hill,Tawangsari,54101,9/2/16,61.11796,28.50763,Cloned motivating access,Blue,358-(697)115-2179,multi_family,type4,landslide,0.8,0.53,0.65,0.35,0.16,0.66,0.13,0.13,0.1,TRUE,24487,5909,17520,38606,25587,35574,Gary Ramos,62-(630)813-5314,78583,49642,83196,Enterprise-wide 4th generation paradigm
337,disasterA,Henry Hanson,Somewhereelse,AugustÃ_w,31,Joyce Burke,91769 Melby Place,Erling,16-303,4/30/16,53.84321,22.97979,Distributed systemic data-warehouse,Blue,48-(534)141-8017,multi_family,type4,fire,0.89,0.42,0.2,0.78,0.89,0.43,0.26,0.26,0.36,FALSE,5196,78341,41925,74741,55037,77132,Cheryl Payne,86-(781)897-1342,47008,4084,63370,Re-contextualized explicit interface
338,disasterC,Christina Hansen,Somerset,Karlstad,37,Victor Thomas,560 Reindahl Center,Alue Glumpang,654 68,10/24/16,59.3793,13.5036,Pre-emptive value-added interface,Red,46-(886)826-0526,mobile,type1,flood,0.88,0.29,0.53,0.79,0.05,0.17,0.21,0.21,0.92,TRUE,36245,19858,65858,27015,86432,56520,Todd Stewart,62-(311)814-1966,33704,10600,25496,Inverse grid-enabled open system
339,disasterA,Nicole Wheeler,Allegheny,Arroyo Naranjo,38,Judy Lynch,2712 Utah Alley,Rizal,,7/27/16,23.03611,-82.37167,Decentralized demand-driven initiative,Yellow,53-(560)956-3775,multi_family,type3,earthquake,0.4,0.68,0.73,0.22,0.36,0.52,0.22,0.22,0.76,TRUE,7520,11534,23545,70165,85541,22190,Joyce Anderson,63-(968)535-9306,45861,90321,43543,Persevering methodical analyzer
340,disasterC,Nicole Hudson,Somerset,Brandfort,21,Nicholas Banks,40075 Northport Parkway,Xinzhuang,9400,11/19/16,-28.70008,26.45968,Re-engineered clear-thinking collaboration,Teal,27-(912)303-5127,multi_family,type1,flood,0.79,0.11,0.11,0.52,0.46,0.11,0.56,0.56,0.24,FALSE,63452,90366,85227,96763,42835,52708,Ernest James,86-(987)644-9865,48161,8374,60213,Proactive intermediate paradigm
341,disasterD,Adam Howell,Somewhereelse,Srednebelaya,15,Craig Arnold,408 Kensington Hill,EmpÃ_rio,602204,12/10/16,50.65854,128.00932,Virtual human-resource open architecture,Aquamarine,7-(183)255-0946,single_family,type1,fire,0.12,0.14,0.57,0.03,0.79,0.31,0.87,0.87,0.51,FALSE,91398,75336,85374,27871,67268,74775,Russell Allen,30-(492)782-8531,42595,97240,63805,Self-enabling multi-state policy
342,disasterD,Tammy Powell,Allegheny,Marne-la-VallÃ©e,27,Gregory Rose,564 Logan Center,Punata,77614 CEDEX 3,7/18/16,48.8333,2.6333,Stand-alone 5th generation standardization,Green,33-(963)127-3804,multi_family,type1,earthquake,0.54,0.07,0.21,0.39,0.55,0.38,0.07,0.07,0.36,TRUE,32422,85198,82965,35515,14283,67766,Dennis Flores,591-(797)601-3650,29047,70140,35299,Reduced 6th generation Graphical User Interface
343,disasterC,Irene Mcdonald,Somewhereelse,Subottsi,36,Lisa Cook,4 Bobwhite Pass,Kremenki,,3/13/17,48.65545,32.52093,Vision-oriented context-sensitive projection,Khaki,380-(485)759-5632,single_family,type1,landslide,0.46,0.14,0.04,0.38,0.21,0.95,0.6,0.6,0.82,FALSE,18708,31995,97163,83725,74779,53992,Betty Meyer,7-(808)624-0087,65692,30694,89810,User-centric demand-driven project
344,disasterC,Marilyn Fox,Allegheny,Hrob,22,Diane Hunter,3 Scofield Circle,Ujae,417 04,5/30/16,50.65919,13.72676,Expanded disintermediate standardization,Blue,420-(119)590-6592,mobile,type1,landslide,0.33,0.59,0.03,0.71,0.33,0.48,0.59,0.59,0.42,TRUE,13635,57132,99785,14545,35558,26915,Teresa Green,692-(441)614-7142,71482,9440,24789,Customer-focused value-added archive
345,disasterD,Judy Weaver,Somerset,Ratoath,46,Evelyn Willis,875 Saint Paul Pass,Mtwara,A85,9/3/16,53.50806,-6.4625,Total intangible capability,Turquoise,353-(311)725-5120,mobile,type1,flood,0.88,0.3,0.29,0.38,0.31,0,0.49,0.49,0.09,TRUE,67253,57656,51711,73285,89219,94722,Robin James,255-(336)884-1966,75956,88326,97633,Re-contextualized upward-trending secured line
346,disasterD,Adam Martin,Somewhereelse,Dubna,47,Randy Gardner,948 Hagan Plaza,Tucson,141986,4/22/16,56.73333,37.16667,Re-contextualized methodical open system,Aquamarine,7-(312)444-0883,mobile,type3,earthquake,0.12,0.11,0.34,0.34,0.64,0.75,0.6,0.6,0.37,FALSE,97936,1730,31853,13236,5822,44845,Brandon Fields,1-(520)821-4497,55397,82011,5092,Integrated stable conglomeration
347,disasterC,Jennifer Moreno,Allegheny,Baiqi,19,Todd Wilson,84 Eliot Street,Przywidz,,9/23/16,24.88244,118.70869,Team-oriented non-volatile internet solution,Pink,86-(478)724-9913,single_family,type3,landslide,0.41,0.87,0.41,0.72,0.13,0.46,0.12,0.12,0.01,TRUE,35342,41224,60912,94121,87931,18996,Harold Oliver,48-(883)114-9484,73994,29192,7039,Extended well-modulated moderator
348,disasterA,Earl Wilson,Allegheny,Kalmar,32,Carlos Rose,0 Menomonie Trail,Presidente Prudente,392 41,3/19/17,56.6616,16.3616,Right-sized optimizing encoding,Green,46-(285)620-9254,multi_family,type3,fire,0.22,0.6,0.51,0.99,0.01,0.35,0.28,0.28,0.64,FALSE,16192,7713,84236,92152,3116,59893,Kathleen Edwards,55-(966)892-8624,55329,81053,13058,Realigned intermediate website
349,disasterB,Douglas Harvey,Somewhereelse,Lukovica pri DomÅ_alah,46,Donald Lewis,26531 Anhalt Terrace,Kawerau,1225,3/31/17,46.16988,14.69179,Programmable upward-trending array,Blue,386-(949)852-1422,single_family,type1,landslide,0.41,0.4,0.93,0.65,0.65,0.4,0.54,0.54,0.96,FALSE,45547,24025,34520,83800,14230,78789,Katherine Cruz,64-(845)632-7935,14183,91504,12360,Reverse-engineered bifurcated portal
350,disasterB,Peter Castillo,Allegheny,Rancabungur,45,Walter Turner,13540 Karstens Road,Pamarayan,,12/19/16,-7.4849,108.592,Cross-platform maximized moratorium,Red,62-(951)228-0895,multi_family,type2,fire,0.58,0.65,0.03,0.4,0.13,0.49,0.34,0.34,0.22,FALSE,91649,112,71904,81674,46959,10554,Diana Evans,62-(346)599-6445,11013,29976,6915,Business-focused leading edge product
351,disasterA,Louis Vasquez,Somerset,Aurillac,41,Alice Romero,6 Pierstorff Circle,Novolugovoye,15004 CEDEX,1/28/17,44.9167,2.45,Monitored bandwidth-monitored service-desk,Goldenrod,33-(493)166-1869,single_family,type1,landslide,0.79,0.44,0.01,0.72,0.39,0.63,0.85,0.85,0.01,FALSE,24177,95217,96359,54725,93639,57463,Joyce Young,7-(197)594-6957,92202,62505,4880,Robust 3rd generation website
352,disasterA,Albert Griffin,Somewhereelse,á¸¨akamÄÅ,19,Juan Coleman,2 Hermina Point,Pakel,,7/7/16,32.59445,35.88411,Right-sized mission-critical protocol,Turquoise,962-(282)168-0311,multi_family,type2,flood,0.74,0.08,0.7,0.78,0.61,0.14,0.71,0.71,0.29,FALSE,17168,37061,7704,27427,46556,86294,Ralph Hanson,62-(553)416-1376,71397,33462,93573,Intuitive national firmware
353,disasterA,Margaret Black,Allegheny,ÅŒiso,33,Raymond Hamilton,97 Mendota Hill,Osieck,259-1220,8/23/16,35.30306,139.30278,Adaptive content-based solution,Violet,81-(964)424-6278,single_family,type2,earthquake,0.64,0.02,0.13,0.29,0.65,0.53,0.23,0.23,0.33,FALSE,58596,38933,27040,32606,15368,99376,Bonnie Wright,48-(470)270-3580,17204,44149,28159,Implemented explicit pricing structure
354,disasterD,Karen Welch,Allegheny,Partang,39,Peter Hunter,37915 Blue Bill Park Road,Umburarameha,,6/14/16,29.28435,90.25137,Total client-server ability,Green,86-(519)726-5877,multi_family,type1,landslide,0.21,0.7,0.42,0.65,0.71,0.46,0.35,0.35,0.15,TRUE,40866,99358,2517,26063,35245,41186,Betty Arnold,62-(381)874-0012,69202,88334,16416,Universal tangible open system
355,disasterB,Lori Kennedy,Allegheny,Rado,38,Steve Sullivan,0485 Eggendart Street,Bazar-Korgon,,5/30/16,-8.474,120.6709,Organized composite neural-net,Maroon,62-(547)329-6524,mobile,type2,landslide,0.51,0.57,0.5,0.05,0.6,0.93,0.44,0.44,0.95,FALSE,16340,91684,74334,11325,75112,14515,Maria Brown,996-(466)994-2681,35629,86667,55572,Multi-tiered systemic focus group
356,disasterA,Anna Montgomery,Somerset,Kalininaul,10,Kimberly Mccoy,3161 Novick Avenue,Zhuxi,368157,12/29/16,43.07121,46.56679,Object-based encompassing archive,Pink,7-(164)992-8858,single_family,type4,fire,0.27,0.26,0.81,0.06,0.27,0.74,0.51,0.51,0.14,TRUE,58570,71614,26751,1718,66001,11261,Virginia Woods,86-(497)165-6707,32362,28946,19296,Front-line static algorithm
357,disasterC,Anna Willis,Somerset,Hamburg,11,Andrea Wood,65257 Donald Circle,Sadabe,20249,4/26/16,53.55,10,Programmable attitude-oriented superstructure,Khaki,49-(616)429-0931,mobile,type2,flood,0.11,0.82,0.26,0.43,0.43,0.61,0.34,0.34,0.99,TRUE,7410,34876,52497,26687,13375,63991,Linda Welch,261-(377)463-4408,47277,93596,17078,Future-proofed uniform intranet
358,disasterB,Jean Meyer,Somewhereelse,Parumaan,25,Judith Adams,0 Superior Alley,Norsborg,,11/19/16,-8.4546,122.4434,Sharable fault-tolerant budgetary management,Orange,62-(526)342-3875,multi_family,type1,earthquake,0.44,0.97,0.31,0.85,0.93,0.59,0.21,0.21,0.17,TRUE,47861,40305,26719,63232,45815,46503,Janice Arnold,46-(786)917-8009,25264,52408,43999,Implemented well-modulated database
359,disasterB,Elizabeth James,Somewhereelse,Shilu,30,Jeremy Fuller,7732 Grasskamp Terrace,Sacramento,,3/26/17,31.31169,120.59409,Down-sized 24 hour core,Indigo,86-(887)531-5776,mobile,type2,flood,0.94,0.26,0.64,0.2,0.24,0.01,0.44,0.44,0.64,TRUE,81908,86833,34067,98165,53899,33372,Ronald Porter,1-(916)720-3884,23021,49384,33009,Synergized executive middleware
